"Region","Type","Category","Merchant_ID","Terminal_ID","Swipe_Amount_M1","Swipe_Amount_M2","Inactivity_Band"
"Region9","holding","Hardware Store",1059678,50041293,158897.406685632,401767.883469118,"New Terminal Inactive"
"Region9","holding","Hardware Store",1038188,50083292,198512.250721222,370664.701597532,"3 Months Old Terminal"
"Region9","holding","Hardware Store",1021717,50042997,497054.851734312,65369.2306682933,"3 Months Old Terminal"
"Region9","holding","Hardware Store",1093485,50034513,294732.438074425,443002.102727303,"3 Months Old Terminal"
"Region9","holding","Hardware Store",1086615,50068239,233636.644504266,280124.536053976,"New Terminal Inactive"
"Region9","holding","Hardware Store",1040987,50079892,313077.590195928,259119.17609442,"2 Months old Terminal"
"Region9","holding","Hardware Store",1053690,50012757,290030.128242448,58862.8446585499,"4 - 12  Months Old Terminal"
"Region9","holding","Hardware Store",1020949,50032617,386917.042295914,111992.506743176,"> 12 Months"
"Region9","holding","Hardware Store",1045352,50017547,332029.421587475,99047.966573853,"3 Months Old Terminal"
"Region9","holding","Hardware Store",1037234,50084943,213303.619692568,364584.983327193,"3 Months Old Terminal"
"Region9","holding","Hardware Store",1087359,50013875,468827.797436621,37822.3266860005,"> 12 Months"
"Region9","holding","Hardware Store",1039262,50053065,387489.658928476,217349.876891822,"3 Months Old Terminal"
"Region9","holding","Hardware Store",1003758,50071538,346359.571278328,455114.569459576,"2 Months old Terminal"
"Region9","holding","Hardware Store",1045006,50094874,200554.257711628,373152.922982816,"New Terminal Inactive"
"Region9","holding","Hardware Store",1024780,50025030,196549.121413613,361116.561820963,"3 Months Old Terminal"
"Region9","holding","Hardware Store",1035631,50042577,226701.233603293,437459.274328314,"3 Months Old Terminal"
"Region9","holding","Computer Store",1069461,50035948,63412.2675633989,122652.773546986,"New Terminal Inactive"
"Region9","holding","Computer Store",1080027,50048007,471246.377540752,352791.598694632,"New Terminal Inactive"
"Region9","holding","Computer Store",1074989,50044602,270930.91827631,149804.046547972,"New Terminal Inactive"
"Region9","holding","Computer Store",1035607,50080677,55229.4713570736,376064.545074245,"3 Months Old Terminal"
"Region9","holding","Computer Store",1013283,50078343,237434.435220668,59544.6147781331,"3 Months Old Terminal"
"Region9","holding","Computer Store",1039326,50027258,298204.048505053,282496.245981893,"2 Months old Terminal"
"Region9","holding","Computer Store",1084309,50002264,96657.6838633046,234262.045253068,"2 Months old Terminal"
"Region9","holding","Computer Store",1050491,50088429,318815.799519187,273389.701994369,"> 12 Months"
"Region9","holding","Computer Store",1052002,50071541,477183.809239883,409660.358878085,"4 - 12  Months Old Terminal"
"Region9","holding","Computer Store",1041063,50043906,473253.276392119,181025.497962721,"New Terminal Inactive"
"Region9","holding","Computer Store",1082348,50052340,487108.771615662,16448.5252657905,"4 - 12  Months Old Terminal"
"Region9","holding","Computer Store",1018469,50086109,105156.141811283,362097.933690529,"New Terminal Inactive"
"Region9","holding","Computer Store",1058620,50062962,153996.403303696,41917.5390473101,"2 Months old Terminal"
"Region9","holding","Computer Store",1011146,50025600,110888.125800528,58441.9442459475,"2 Months old Terminal"
"Region9","holding","Computer Store",1005024,50062032,457471.076394664,162724.425968947,"2 Months old Terminal"
"Region9","holding","Computer Store",1087209,50061809,319801.937070675,210129.145086277,"4 - 12  Months Old Terminal"
"Region9","holding","Computer Store",1089474,50019648,481828.22385896,300387.676810613,"New Terminal Inactive"
"Region9","holding","Computer Store",1063964,50099628,413314.311492024,105560.530010844,"2 Months old Terminal"
"Region9","holding","Computer Store",1071486,50059917,456676.605372922,300233.83845971,"4 - 12  Months Old Terminal"
"Region9","holding","Computer Store",1020397,50091535,430881.538362708,492285.203617532,"4 - 12  Months Old Terminal"
"Region9","holding","Computer Store",1015376,50078034,93537.5592533965,214505.115290405,"3 Months Old Terminal"
"Region9","holding","Computer Store",1090312,50074380,468369.785248069,354282.092562178,"3 Months Old Terminal"
"Region9","holding","Computer Store",1072767,50057997,130041.753457393,461743.964079535,"New Terminal Inactive"
"Region9","holding","Computer Store",1095091,50038420,173165.542454459,39904.549324885,"3 Months Old Terminal"
"Region9","holding","Computer Store",1099814,50062922,497636.713447282,259031.388331437,"> 12 Months"
"Region9","holding","Gaming Zone",1005818,50038328,245032.861204585,95500.5347733386,"4 - 12  Months Old Terminal"
"Region9","holding","Gaming Zone",1014576,50095284,240779.047587654,162036.135205999,"3 Months Old Terminal"
"Region9","holding","Gaming Zone",1036441,50096048,25543.6687155161,342420.052903006,"2 Months old Terminal"
"Region9","holding","Gaming Zone",1062237,50084460,340333.167685894,329422.728386009,"3 Months Old Terminal"
"Region9","holding","Gaming Zone",1019248,50049561,9701.04173664004,496622.409146512,"3 Months Old Terminal"
"Region9","holding","Gaming Zone",1030192,50054949,390715.337884845,434738.09158965,"> 12 Months"
"Region9","holding","Gaming Zone",1045708,50013918,391390.057609417,261083.278580569,"> 12 Months"
"Region9","holding","Gaming Zone",1062264,50019775,463078.061212786,183098.535693949,"3 Months Old Terminal"
"Region9","holding","Gaming Zone",1023577,50018145,279711.090350989,134342.561993282,"3 Months Old Terminal"
"Region9","holding","Gaming Zone",1040277,50078781,410372.623738134,64178.2794194296,"3 Months Old Terminal"
"Region9","holding","Gaming Zone",1021792,50019423,340101.847544312,362543.171782512,"> 12 Months"
"Region9","holding","Gaming Zone",1060159,50068881,209256.202316377,210677.057795692,"4 - 12  Months Old Terminal"
"Region9","holding","Gaming Zone",1036318,50020350,469559.627235401,84487.9955057986,"2 Months old Terminal"
"Region9","holding","Gaming Zone",1089057,50077921,315541.131727165,272216.274786508,"3 Months Old Terminal"
"Region9","holding","Gaming Zone",1085613,50031317,275936.053034849,223166.642089374,"New Terminal Inactive"
"Region9","holding","Gaming Zone",1087003,50083918,324930.28120813,178551.304928726,"New Terminal Inactive"
"Region9","holding","Super MArket",1065094,50010581,419897.284801351,273402.978880564,"4 - 12  Months Old Terminal"
"Region9","holding","Super MArket",1084677,50024801,253504.917663522,11154.391658958,"New Terminal Inactive"
"Region9","holding","Super MArket",1060048,50067830,410794.113380834,406940.371725708,"New Terminal Inactive"
"Region9","holding","Super MArket",1047823,50088658,20882.273924537,458159.7129195,"4 - 12  Months Old Terminal"
"Region9","holding","Super MArket",1069643,50079656,57362.4887084588,496975.318515673,"3 Months Old Terminal"
"Region9","holding","Super MArket",1048309,50027330,353479.450659361,41423.7078712322,"New Terminal Inactive"
"Region9","holding","Super MArket",1072544,50034157,57733.3552467171,404476.80103383,"New Terminal Inactive"
"Region9","holding","Super MArket",1006640,50032823,258615.334602538,263773.254920263,"New Terminal Inactive"
"Region9","holding","Super MArket",1039893,50062074,385725.874077994,256978.59780537,"2 Months old Terminal"
"Region9","holding","Super MArket",1032674,50065998,218413.963382831,198731.38460773,"4 - 12  Months Old Terminal"
"Region9","holding","Super MArket",1047545,50097607,358707.025334239,152688.569725025,"4 - 12  Months Old Terminal"
"Region9","holding","Super MArket",1062687,50043485,298191.27672282,136406.928136712,"> 12 Months"
"Region9","holding","Fast Food Centre",1099763,50088073,37583.1122265663,99891.6428217199,"4 - 12  Months Old Terminal"
"Region9","holding","Fast Food Centre",1027134,50051461,479571.385102347,131563.091183081,"2 Months old Terminal"
"Region9","holding","Fast Food Centre",1001696,50017163,33988.0869039334,100858.869350282,"New Terminal Inactive"
"Region9","holding","Fast Food Centre",1012906,50036184,10380.6117321365,157240.029940382,"New Terminal Inactive"
"Region9","holding","Fast Food Centre",1020677,50019615,132855.890368344,105377.872499172,"2 Months old Terminal"
"Region9","holding","Fast Food Centre",1079059,50000181,446131.57239696,306996.113724075,"> 12 Months"
"Region9","holding","Fast Food Centre",1072754,50086116,8655.8447452262,276071.869993815,"2 Months old Terminal"
"Region9","holding","Fast Food Centre",1077826,50061005,412898.96537154,134221.204777947,"2 Months old Terminal"
"Region9","holding","Fast Food Centre",1034139,50069881,321900.437480304,441212.460025446,"> 12 Months"
"Region9","holding","Fast Food Centre",1066936,50059316,159751.703192713,237024.116070708,"3 Months Old Terminal"
"Region9","holding","Fast Food Centre",1018017,50091726,468976.455955068,326421.078022337,"2 Months old Terminal"
"Region9","holding","Fast Food Centre",1034891,50058046,366140.040589962,252451.638661558,"4 - 12  Months Old Terminal"
"Region9","holding","Fast Food Centre",1069718,50004771,437729.681416415,404923.578969669,"New Terminal Inactive"
"Region9","holding","Fast Food Centre",1020381,50034374,65187.7674700227,63266.3614854682,"New Terminal Inactive"
"Region9","holding","Fast Food Centre",1053014,50084342,164697.975924239,261965.297021437,"> 12 Months"
"Region9","holding","Fast Food Centre",1067231,50080349,248044.911502628,134494.0242148,"4 - 12  Months Old Terminal"
"Region9","holding","Fast Food Centre",1034431,50007392,317738.758644788,44055.2600563969,"3 Months Old Terminal"
"Region9","holding","Fast Food Centre",1065401,50072119,492469.796493184,145236.460729502,"New Terminal Inactive"
"Region9","holding","Fast Food Centre",1001465,50049227,120570.119168609,34267.7113004029,"> 12 Months"
"Region9","holding","Fast Food Centre",1093321,50051796,442475.430652034,463067.462824052,"4 - 12  Months Old Terminal"
"Region9","holding","Fast Food Centre",1075027,50005052,397019.721190445,97966.3489831146,"3 Months Old Terminal"
"Region10","retail","Retail Store",1038747,50079220,410782.747673802,126868.42953926,"3 Months Old Terminal"
"Region10","retail","Retail Store",1047462,50005876,349950.938444817,83533.4486488719,"3 Months Old Terminal"
"Region10","retail","Retail Store",1025722,50005925,284658.304438926,401923.795118462,"3 Months Old Terminal"
"Region10","retail","Retail Store",1029596,50067499,418372.931610793,411420.566574205,"3 Months Old Terminal"
"Region10","retail","Retail Store",1088432,50092435,319864.058956504,339643.20423617,"New Terminal Inactive"
"Region10","retail","Retail Store",1051090,50029169,418840.098389192,290576.915605692,"4 - 12  Months Old Terminal"
"Region10","retail","Retail Store",1055290,50046294,291721.813407727,187459.236483788,"3 Months Old Terminal"
"Region10","retail","Retail Store",1070188,50085575,391170.819114894,368123.804522678,"New Terminal Inactive"
"Region10","retail","Retail Store",1014867,50003927,18671.3703521527,331521.709020482,"New Terminal Inactive"
"Region10","retail","Retail Store",1003940,50047110,185724.931768607,255193.844602443,"New Terminal Inactive"
"Region10","retail","Retail Store",1072194,50034860,423245.414959965,470554.95721614,"4 - 12  Months Old Terminal"
"Region10","retail","Retail Store",1086531,50098445,225029.370615259,174097.870175727,"4 - 12  Months Old Terminal"
"Region10","retail","Retail Store",1090763,50017717,218252.088150941,166073.149176314,"4 - 12  Months Old Terminal"
"Region10","retail","Retail Store",1076911,50012362,435148.931581061,60335.1407817099,"3 Months Old Terminal"
"Region10","retail","Retail Store",1019660,50017293,199117.348952219,473708.880860591,"New Terminal Inactive"
"Region10","retail","Retail Store",1083452,50085098,108715.871302178,16669.2675005179,"4 - 12  Months Old Terminal"
"Region10","retail","Retail Store",1083625,50040700,314203.348318581,250239.7967414,"> 12 Months"
"Region10","retail","Retail Store",1069404,50073819,226525.124159874,27150.4109003581,"> 12 Months"
"Region10","retail","Retail Store",1029188,50089526,378741.536828456,39896.3053107727,"New Terminal Inactive"
"Region10","retail","Kirana Store",1077635,50035525,4480.61257600784,324781.315345783,"> 12 Months"
"Region10","retail","Kirana Store",1064281,50041493,116383.878278779,467832.167749293,"2 Months old Terminal"
"Region10","retail","Kirana Store",1080865,50011582,402886.747645913,136837.012994103,"2 Months old Terminal"
"Region10","retail","Kirana Store",1023787,50043464,28409.1751044616,182880.541271064,"New Terminal Inactive"
"Region10","retail","Kirana Store",1036896,50021230,401302.263361868,497509.156587068,"4 - 12  Months Old Terminal"
"Region10","retail","Kirana Store",1050032,50053358,308996.83167669,50111.9662993588,"3 Months Old Terminal"
"Region10","retail","Kirana Store",1092817,50065474,37489.4730106462,19702.1074842196,"4 - 12  Months Old Terminal"
"Region10","retail","Kirana Store",1067598,50088280,441190.099715255,355893.88671238,"New Terminal Inactive"
"Region10","retail","Kirana Store",1069424,50038685,135479.119620519,446313.119258499,"4 - 12  Months Old Terminal"
"Region10","retail","Kirana Store",1079978,50079390,464217.378917849,31449.2205437273,"4 - 12  Months Old Terminal"
"Region10","retail","Kirana Store",1041635,50060556,389877.739432035,36508.5226974916,"New Terminal Inactive"
"Region10","retail","Kirana Store",1041867,50021637,396784.247508971,476126.850674162,"> 12 Months"
"Region10","retail","Kirana Store",1083374,50013863,220174.877877347,369747.814320028,"4 - 12  Months Old Terminal"
"Region10","retail","Kirana Store",1084591,50003899,193056.790611707,25502.389976522,"2 Months old Terminal"
"Region10","retail","Kirana Store",1060178,50092989,44983.17954503,21410.7141529676,"New Terminal Inactive"
"Region10","retail","Kirana Store",1003641,50080439,32836.827222025,459411.824215902,"New Terminal Inactive"
"Region10","retail","Kirana Store",1039856,50024692,145841.658129822,191088.980442612,"New Terminal Inactive"
"Region10","retail","Kirana Store",1063085,50095445,131256.206678692,168171.300236834,"2 Months old Terminal"
"Region10","retail","Kirana Store",1095033,50097678,135849.259919953,115187.319392338,"3 Months Old Terminal"
"Region10","retail","Kirana Store",1004806,50087495,165604.176868219,158309.240835486,"4 - 12  Months Old Terminal"
"Region10","retail","Kirana Store",1031719,50020849,384637.66618236,240145.687025273,"2 Months old Terminal"
"Region10","retail","Kirana Store",1037161,50078300,418047.221598215,238391.272923676,"2 Months old Terminal"
"Region10","retail","Hotels",1092171,50073542,48477.4386521894,20038.7491500005,"4 - 12  Months Old Terminal"
"Region10","retail","Hotels",1039399,50028071,458077.466719784,220485.251707025,"2 Months old Terminal"
"Region10","retail","Hotels",1064253,50049587,137077.530193608,393321.318502072,"New Terminal Inactive"
"Region10","retail","Hotels",1069293,50012621,295427.084584255,254785.835391842,"3 Months Old Terminal"
"Region10","retail","Hotels",1010972,50020853,485865.473313024,186260.144324508,"4 - 12  Months Old Terminal"
"Region10","retail","Hotels",1098535,50023405,197882.345000515,288783.52865437,"> 12 Months"
"Region10","retail","Hotels",1034938,50016885,82263.3415339515,224754.908809438,"3 Months Old Terminal"
"Region10","retail","Hotels",1023782,50062123,271856.41558026,495483.018655563,"3 Months Old Terminal"
"Region10","retail","Hotels",1080079,50024828,176975.796914892,270235.418007709,"2 Months old Terminal"
"Region10","retail","Hotels",1015833,50073776,143647.020177916,301162.353890017,"2 Months old Terminal"
"Region10","retail","Hotels",1031169,50082354,421413.840529043,406239.783966681,"New Terminal Inactive"
"Region10","retail","Hotels",1073858,50083515,417714.181155898,30795.169465011,"> 12 Months"
"Region10","retail","Hotels",1083639,50031244,317684.313644888,367392.356010852,"> 12 Months"
"Region10","retail","Hotels",1047289,50058245,260426.718298113,363476.012129337,"2 Months old Terminal"
"Region10","retail","Hotels",1090533,50033594,333110.196991125,330061.609914061,"> 12 Months"
"Region10","retail","Hotels",1087068,50067336,215578.315986088,498656.046222895,"4 - 12  Months Old Terminal"
"Region10","retail","Restaurants",1078783,50045860,190369.710317114,17949.7677225154,"New Terminal Inactive"
"Region10","retail","Restaurants",1008879,50047393,341496.367840329,490116.42860854,"3 Months Old Terminal"
"Region10","retail","Restaurants",1020747,50091134,182700.203650398,45075.0693539158,"> 12 Months"
"Region10","retail","Restaurants",1053519,50072572,161593.298701104,126041.427045129,"2 Months old Terminal"
"Region10","retail","Restaurants",1069953,50011476,397194.378271932,115617.862951243,"3 Months Old Terminal"
"Region10","retail","Restaurants",1029971,50064776,282384.349890286,44928.0515844002,"3 Months Old Terminal"
"Region10","retail","Restaurants",1086328,50051590,475675.577718066,136237.923243782,"> 12 Months"
"Region10","retail","Restaurants",1022875,50035369,133289.878122974,227894.272962352,"2 Months old Terminal"
"Region10","retail","Restaurants",1025713,50084148,375489.088172093,17643.0579505395,"> 12 Months"
"Region10","retail","Restaurants",1050266,50056252,261358.924053842,417368.644337403,"4 - 12  Months Old Terminal"
"Region10","retail","Restaurants",1058293,50000867,487179.001664044,278083.452831022,"3 Months Old Terminal"
"Region10","retail","Restaurants",1066202,50092889,325375.33577322,123909.634672105,"3 Months Old Terminal"
"Region10","retail","Restaurants",1008393,50092108,201690.589459613,5013.56610795483,"4 - 12  Months Old Terminal"
"Region10","retail","Restaurants",1059620,50047110,455535.018345108,406055.017631501,"New Terminal Inactive"
"Region10","retail","Restaurants",1023074,50017245,382019.326544832,175164.235709701,"2 Months old Terminal"
"Region10","retail","Restaurants",1093872,50071047,295410.130101489,103264.163542306,"4 - 12  Months Old Terminal"
"Region10","retail","Restaurants",1031144,50064303,153871.067628032,431163.831883576,"New Terminal Inactive"
"Region10","retail","Restaurants",1099117,50030060,404698.530333117,422937.203877838,"4 - 12  Months Old Terminal"
"Region10","retail","Restaurants",1061144,50046106,433318.195402855,276307.579043321,"2 Months old Terminal"
"Region10","retail","Restaurants",1071654,50070023,165845.551298,406665.026190458,"3 Months Old Terminal"
"Region10","retail","Restaurants",1059738,50029791,402714.168028673,384974.987800233,"2 Months old Terminal"
"Region10","retail","Restaurants",1075064,50092919,400001.194473356,262992.954002926,"4 - 12  Months Old Terminal"
"Region10","retail","Restaurants",1001879,50082071,192777.307274053,445967.32925158,"4 - 12  Months Old Terminal"
"Region10","retail","Restaurants",1012424,50062707,148094.201824861,5185.89820689522,"New Terminal Inactive"
"Region10","retail","Restaurants",1063827,50098970,183412.690571044,157659.393402049,"2 Months old Terminal"
"Region10","retail","Airline",1061479,50028813,167601.695250487,459923.14483365,"4 - 12  Months Old Terminal"
"Region10","retail","Airline",1068674,50024430,386079.071582062,5049.23061351292,"4 - 12  Months Old Terminal"
"Region10","retail","Airline",1094369,50039969,122787.387282355,202420.703872107,"New Terminal Inactive"
"Region10","retail","Airline",1046992,50020720,448896.416599862,53493.2842762209,"3 Months Old Terminal"
"Region10","retail","Airline",1021327,50003964,163858.449976193,229638.970900327,"4 - 12  Months Old Terminal"
"Region10","retail","Airline",1056880,50016221,268737.581328722,87239.7882388905,"3 Months Old Terminal"
"Region10","retail","Airline",1013947,50004957,69809.1417110991,228793.428371428,"4 - 12  Months Old Terminal"
"Region10","retail","Airline",1054430,50036068,476991.114913253,403760.495689232,"3 Months Old Terminal"
"Region10","retail","Airline",1027488,50044444,161414.92664651,372269.553085091,"2 Months old Terminal"
"Region10","retail","Airline",1075148,50066236,141541.01472185,234058.370325016,"> 12 Months"
"Region10","retail","Airline",1038311,50046002,14165.1711547747,380917.700357037,"> 12 Months"
"Region10","retail","Airline",1085912,50086077,368440.960284323,495646.410819376,"2 Months old Terminal"
"Region10","retail","Airline",1055986,50082098,237363.027984975,269601.53833963,"3 Months Old Terminal"
"Region10","retail","Airline",1029957,50011672,369238.972472493,110644.332194701,"> 12 Months"
"Region10","retail","Airline",1073490,50027208,34456.0097760987,204903.278507525,"> 12 Months"
"Region10","retail","Airline",1019892,50012072,18477.2937879898,112783.287555212,"2 Months old Terminal"
"Region10","retail","Airline",1088078,50053965,499134.958028095,489760.236237198,"New Terminal Inactive"
"Region10","retail","Airline",1020193,50084323,408967.871875735,291609.374835622,"2 Months old Terminal"
"Region10","retail","Airline",1066162,50021250,327167.516492307,134533.024373697,"New Terminal Inactive"
"Region10","retail","Airline",1033371,50007943,347538.115600124,199253.60702374,"3 Months Old Terminal"
"Region10","retail","Airline",1090947,50021782,453770.711264573,20351.0230500251,"New Terminal Inactive"
"Region10","retail","Airline",1062615,50034561,173238.74862399,234150.406515691,"New Terminal Inactive"
"Region10","retail","Airline",1074799,50018746,18970.3316094819,196108.715309296,"New Terminal Inactive"
"Region10","retail","Airline",1096700,50039829,12007.6805038843,187250.076925149,"3 Months Old Terminal"
"Region10","retail","Airline",1043724,50033838,253849.529094528,26828.2134721521,"> 12 Months"
"Region10","retail","Hardware Store",1025924,50012440,79666.3036290556,405263.897074852,"3 Months Old Terminal"
"Region10","retail","Hardware Store",1072916,50066238,388612.74028942,341612.921071472,"4 - 12  Months Old Terminal"
"Region10","retail","Hardware Store",1033270,50009552,498495.990291005,172972.203700803,"New Terminal Inactive"
"Region10","retail","Hardware Store",1031355,50086612,30580.0659956876,322595.281518763,"3 Months Old Terminal"
"Region10","retail","Hardware Store",1060767,50099004,96361.3195230719,298918.748625787,"> 12 Months"
"Region10","retail","Hardware Store",1035869,50027135,161647.123227362,268150.974299992,"> 12 Months"
"Region10","retail","Hardware Store",1095106,50070286,135798.046543961,102829.023710918,"New Terminal Inactive"
"Region10","retail","Hardware Store",1010191,50021138,5263.28279543668,382549.369567074,"2 Months old Terminal"
"Region10","retail","Hardware Store",1039435,50010475,151619.38151042,314668.07196755,"3 Months Old Terminal"
"Region10","retail","Hardware Store",1016595,50058679,50215.2715735137,220099.549461156,"4 - 12  Months Old Terminal"
"Region10","retail","Hardware Store",1022132,50088400,140967.407668941,481441.535242833,"4 - 12  Months Old Terminal"
"Region10","retail","Hardware Store",1044082,50022546,230270.147538977,432116.049013566,"3 Months Old Terminal"
"Region10","retail","Hardware Store",1051110,50041372,129845.678579295,144576.277468819,"New Terminal Inactive"
"Region10","retail","Hardware Store",1026173,50021792,271804.16329857,8765.26530669071,"> 12 Months"
"Region10","retail","Hardware Store",1015705,50072020,19025.7828829344,402085.184686817,"4 - 12  Months Old Terminal"
"Region10","retail","Hardware Store",1060609,50061508,382324.323244859,331790.955931647,"2 Months old Terminal"
"Region10","retail","Hardware Store",1036664,50001530,149322.918071179,179099.174012896,"3 Months Old Terminal"
"Region10","retail","Hardware Store",1051617,50024368,399996.905891923,185952.866498614,"> 12 Months"
"Region10","retail","Hardware Store",1064099,50050313,347100.979769137,293763.998833485,"2 Months old Terminal"
"Region10","retail","Hardware Store",1099191,50073613,183902.808278333,37894.5205647033,"New Terminal Inactive"
"Region10","retail","Computer Store",1027881,50037518,437443.284461042,110177.896515233,"New Terminal Inactive"
"Region10","retail","Computer Store",1059439,50060665,211960.605767556,442686.179349897,"2 Months old Terminal"
"Region10","retail","Computer Store",1080053,50041015,473634.921490215,10719.0247911494,"> 12 Months"
"Region10","retail","Computer Store",1098682,50007219,338234.015211929,275306.372730527,"2 Months old Terminal"
"Region10","retail","Computer Store",1053220,50071410,97122.7765332442,267321.132114856,"New Terminal Inactive"
"Region10","retail","Computer Store",1071126,50055769,196425.102942623,317840.066646459,"> 12 Months"
"Region10","retail","Computer Store",1081963,50086329,479776.774028083,228824.475659756,"New Terminal Inactive"
"Region10","retail","Computer Store",1043930,50023037,325451.442037942,380001.978579443,"New Terminal Inactive"
"Region10","retail","Computer Store",1040382,50045707,328478.610971244,204108.194765169,"3 Months Old Terminal"
"Region10","retail","Computer Store",1071644,50044553,175267.843699083,396491.760376841,"4 - 12  Months Old Terminal"
"Region10","retail","Computer Store",1026433,50004126,313376.833802322,163371.831082972,"New Terminal Inactive"
"Region10","retail","Computer Store",1028481,50084246,33174.4521337096,280654.387101997,"> 12 Months"
"Region10","retail","Computer Store",1020688,50056129,110753.8953193,35288.9947146177,"New Terminal Inactive"
"Region10","retail","Computer Store",1035743,50088500,244771.622360917,89940.0307442993,"2 Months old Terminal"
"Region10","retail","Computer Store",1043693,50089068,12017.312657088,413240.362536162,"2 Months old Terminal"
"Region10","retail","Computer Store",1048026,50052392,332683.948956663,411221.138916677,"3 Months Old Terminal"
"Region10","retail","Gaming Zone",1017559,50002575,276982.794961659,118155.37831746,"> 12 Months"
"Region10","retail","Gaming Zone",1010981,50006783,168630.444367416,116035.182275111,"2 Months old Terminal"
"Region10","retail","Gaming Zone",1027229,50073429,223360.268167919,483179.251521593,"New Terminal Inactive"
"Region10","retail","Gaming Zone",1044677,50038388,136634.111401625,344233.331693104,"3 Months Old Terminal"
"Region10","retail","Gaming Zone",1010156,50065310,469479.581159772,377680.258090608,"2 Months old Terminal"
"Region10","retail","Gaming Zone",1049255,50077185,353415.460178163,36162.9473452922,"> 12 Months"
"Region10","retail","Gaming Zone",1062508,50000943,342492.244120222,459138.844626956,"2 Months old Terminal"
"Region10","retail","Gaming Zone",1070740,50048541,338086.03571984,45130.1188585348,"2 Months old Terminal"
"Region10","retail","Gaming Zone",1097479,50084341,310710.654512979,312612.366650254,"> 12 Months"
"Region10","retail","Gaming Zone",1013327,50071458,117196.310172556,483444.044607691,"> 12 Months"
"Region10","retail","Gaming Zone",1011495,50039804,406848.444077419,339297.678989358,"3 Months Old Terminal"
"Region10","retail","Gaming Zone",1007193,50084781,182248.094987357,253251.247163396,"3 Months Old Terminal"
"Region10","retail","Gaming Zone",1000702,50054542,252639.550064458,291082.564363023,"2 Months old Terminal"
"Region10","retail","Gaming Zone",1064889,50003410,156013.357484713,437756.106627407,"4 - 12  Months Old Terminal"
"Region10","retail","Gaming Zone",1004482,50092452,414461.285022553,383833.47992273,"2 Months old Terminal"
"Region10","retail","Gaming Zone",1070174,50075591,39633.5049842019,476776.119639166,"4 - 12  Months Old Terminal"
"Region10","retail","Gaming Zone",1088101,50027315,156494.279869832,363014.618000714,"New Terminal Inactive"
"Region10","retail","Gaming Zone",1005165,50048952,112771.224075695,112361.541946884,"> 12 Months"
"Region10","retail","Gaming Zone",1097965,50012613,177253.773040837,395379.86293179,"New Terminal Inactive"
"Region10","retail","Gaming Zone",1021251,50084851,146184.292654507,474915.514054243,"4 - 12  Months Old Terminal"
"Region10","retail","Gaming Zone",1057597,50056569,286060.43890235,79185.5717138387,"4 - 12  Months Old Terminal"
"Region10","retail","Gaming Zone",1094636,50022004,409296.132750111,75499.1594876628,"> 12 Months"
"Region10","retail","Gaming Zone",1013205,50012576,330081.360694021,196868.681770982,"4 - 12  Months Old Terminal"
"Region10","retail","Gaming Zone",1004931,50017140,345359.589365311,321780.364953214,"New Terminal Inactive"
"Region10","retail","Super MArket",1066352,50002234,374677.520798752,51735.0861185696,"> 12 Months"
"Region10","retail","Super MArket",1033401,50090413,411376.796220429,418899.151580408,"3 Months Old Terminal"
"Region10","retail","Super MArket",1087145,50014091,332615.242088912,134852.131699678,"2 Months old Terminal"
"Region10","retail","Super MArket",1015692,50006060,450956.366641913,146587.18197397,"3 Months Old Terminal"
"Region10","retail","Super MArket",1084068,50028842,69830.4635784589,496188.005158445,"3 Months Old Terminal"
"Region10","retail","Super MArket",1046211,50049615,421269.897818565,233536.10578808,"4 - 12  Months Old Terminal"
"Region10","retail","Super MArket",1000337,50096137,370387.633501552,421838.03586266,"4 - 12  Months Old Terminal"
"Region10","retail","Super MArket",1058649,50004621,234485.6024154,301412.419926608,"3 Months Old Terminal"
"Region10","retail","Super MArket",1083027,50067166,41652.9646660201,9793.20637299679,"New Terminal Inactive"
"Region10","retail","Super MArket",1051513,50045783,71339.8824706674,6994.14667068049,"4 - 12  Months Old Terminal"
"Region10","retail","Super MArket",1075625,50062603,284644.275740488,206492.985439254,"3 Months Old Terminal"
"Region10","retail","Super MArket",1038468,50093485,421140.267544193,78816.4720558561,"2 Months old Terminal"
"Region10","retail","Super MArket",1011371,50010645,218055.502151605,202962.978047552,"New Terminal Inactive"
"Region10","retail","Super MArket",1006850,50040468,214676.55220395,111752.259048168,"3 Months Old Terminal"
"Region10","retail","Super MArket",1097715,50024028,194163.088287925,271721.337010385,"2 Months old Terminal"
"Region10","retail","Super MArket",1033741,50060645,20898.0942666531,104608.316120924,"2 Months old Terminal"
"Region10","retail","Super MArket",1069182,50063959,428334.533406422,309465.553226415,"2 Months old Terminal"
"Region10","retail","Super MArket",1017359,50055281,241083.3967363,399969.5013694,"4 - 12  Months Old Terminal"
"Region10","retail","Super MArket",1095844,50031525,58193.3265211992,239226.138839265,"2 Months old Terminal"
"Region10","retail","Super MArket",1044522,50081530,301748.264071997,286394.655606244,"2 Months old Terminal"
"Region10","retail","Super MArket",1038294,50091432,46084.9228382576,369891.1739334,"3 Months Old Terminal"
"Region10","retail","Super MArket",1096940,50071651,448117.382318946,239176.039353479,"2 Months old Terminal"
"Region10","retail","Fast Food Centre",1033321,50021177,30862.2476183809,194986.746565672,"3 Months Old Terminal"
"Region10","retail","Fast Food Centre",1082968,50060780,260267.909793649,368218.43982907,"> 12 Months"
