"MDR","Region","Type","Category","Month","N_Merchant","N_EDC","A_Merchant","A_EDC","Tranasaction","Value","Inactive_Terminal","Active_Terminal"
332193.913543597,"Region8","holding","Airline","March",1,3,0,0,15328,1102689,133,1251
126425.806200132,"Region8","holding","Airline","April",1,4,0,0,17334,1790147,189,1299
161241.638683714,"Region8","holding","Airline","May",2,7,1,0,19115,1311617,164,1839
235473.464359529,"Region8","holding","Airline","June",1,7,0,0,18428,1571029,132,1765
219641.150371172,"Region8","holding","Airline","July",1,8,0,4,11113,1179397,141,1687
357240.094663575,"Region8","holding","Airline","August",1,3,0,0,12835,1607043,102,1272
196313.492418267,"Region8","holding","Airline","September",2,16,1,2,18335,1652442,116,1254
333226.527273655,"Region8","holding","Airline","October",1,7,0,0,17809,1348326,119,1324
394055.585563183,"Region8","holding","Airline","November",1,4,0,4,19697,1512409,101,1821
238088.744156994,"Region8","holding","Hardware Store","January",2,11,0,1,12662,1071535,154,1913
381472.225417383,"Region8","holding","Hardware Store","February",1,7,1,0,19416,1030694,166,1334
114823.908172548,"Region8","holding","Hardware Store","March",2,12,1,3,10421,1897482,175,1578
211038.667638786,"Region8","holding","Hardware Store","April",2,14,0,1,18479,1661494,118,1577
138192.757102661,"Region8","holding","Hardware Store","May",1,4,0,3,15095,1393937,175,1614
237209.775322117,"Region8","holding","Hardware Store","June",1,7,1,1,13829,1977454,190,1275
389838.056848384,"Region8","holding","Hardware Store","July",1,6,0,1,15512,1387721,140,1533
130019.460152835,"Region8","holding","Hardware Store","August",0,0,0,0,12450,1001922,197,1601
268194.78510879,"Region8","holding","Hardware Store","September",1,5,0,0,19567,1084098,124,1097
166252.902545966,"Region8","holding","Hardware Store","October",1,4,1,2,10839,1193587,176,1862
177258.135494776,"Region8","holding","Hardware Store","November",1,7,0,0,13946,1319734,154,1562
375207.554735243,"Region8","holding","Computer Store","January",1,8,1,4,13291,1200639,146,1781
337670.872244053,"Region8","holding","Computer Store","February",2,6,0,5,16357,1162177,163,1202
161801.872728392,"Region8","holding","Computer Store","March",1,6,0,4,10707,1094027,183,1715
216887.257853523,"Region8","holding","Computer Store","April",1,4,0,0,12218,1267321,158,1788
114732.803520747,"Region8","holding","Computer Store","May",0,0,0,1,14990,1964948,130,1736
102652.049739845,"Region8","holding","Computer Store","June",1,8,1,5,11789,1770655,150,1851
315787.769295275,"Region8","holding","Computer Store","July",0,0,1,1,12898,1009616,175,1129
156441.632378846,"Region8","holding","Computer Store","August",1,6,0,4,12736,1073188,146,1150
318816.692731343,"Region8","holding","Computer Store","September",2,12,0,0,13681,1317475,119,1137
348179.954360239,"Region8","holding","Computer Store","October",2,8,0,0,16643,1077749,183,1443
140293.789538555,"Region8","holding","Computer Store","November",1,3,0,0,10247,1786370,110,1113
135766.273736954,"Region8","holding","Gaming Zone","January",0,0,1,1,12173,1921755,160,1912
278383.498243056,"Region8","holding","Gaming Zone","February",0,0,1,0,11993,1151793,129,1525
304720.394941978,"Region8","holding","Gaming Zone","March",1,7,0,0,19468,1368991,116,1763
319203.309481964,"Region8","holding","Gaming Zone","April",1,5,0,4,11024,1037653,129,1372
107007.354660891,"Region8","holding","Gaming Zone","May",1,7,0,0,11579,1518520,165,1767
126105.463760905,"Region8","holding","Gaming Zone","June",1,6,0,0,16520,1971470,184,1215
162363.354419358,"Region8","holding","Gaming Zone","July",1,4,1,4,11890,1951237,162,1061
129757.496970706,"Region8","holding","Gaming Zone","August",2,14,0,0,18754,1463317,109,1842
347062.822827138,"Region8","holding","Gaming Zone","September",1,3,0,0,12026,1659418,195,1825
282412.366382778,"Region8","holding","Gaming Zone","October",0,0,0,1,19806,1907015,144,1591
102196.137490682,"Region8","holding","Gaming Zone","November",2,15,1,0,14359,1982356,154,1573
126198.156713508,"Region8","holding","Super MArket","January",1,7,0,0,17304,1061307,133,1299
200988.850742579,"Region8","holding","Super MArket","February",2,14,0,0,19138,1023262,191,1859
198308.292264119,"Region8","holding","Super MArket","March",1,5,1,4,12040,1868384,193,1864
241833.843803033,"Region8","holding","Super MArket","April",2,8,0,0,10873,1107049,187,1041
164393.471833318,"Region8","holding","Super MArket","May",0,0,0,0,11176,1109470,180,1440
147845.92257347,"Region8","holding","Super MArket","June",1,7,0,5,12204,1666230,187,1870
217891.987576149,"Region8","holding","Super MArket","July",1,6,0,0,15302,1433240,145,1920
294280.382990837,"Region8","holding","Super MArket","August",1,4,0,0,17034,1824955,184,1575
102125.351829454,"Region8","holding","Super MArket","September",1,8,0,3,14350,1319523,166,1230
213958.902517334,"Region8","holding","Super MArket","October",1,4,0,5,13834,1770429,194,1711
187784.037017263,"Region8","holding","Super MArket","November",0,0,0,0,15072,1423941,120,1837
396839.137095958,"Region8","holding","Fast Food Centre","January",2,15,0,2,17289,1327949,147,1592
347003.421047702,"Region8","holding","Fast Food Centre","February",0,0,0,0,12529,1855254,170,1200
152056.758617982,"Region8","holding","Fast Food Centre","March",1,4,1,0,14833,1430996,184,1717
274101.351201534,"Region8","holding","Fast Food Centre","April",2,6,0,0,13415,1096014,129,1268
297200.078843161,"Region8","holding","Fast Food Centre","May",2,9,0,0,10213,1503526,142,1600
208185.612247325,"Region8","holding","Fast Food Centre","June",1,7,0,0,19985,1849292,194,1011
310446.232184768,"Region8","holding","Fast Food Centre","July",1,6,1,0,13934,1898809,177,1026
228241.682983935,"Region8","holding","Fast Food Centre","August",2,13,1,0,18255,1978583,134,1939
344654.954830185,"Region8","holding","Fast Food Centre","September",1,8,0,0,11785,1316624,176,1392
200256.064184941,"Region8","holding","Fast Food Centre","October",0,0,0,2,18197,1454361,160,1183
348571.953899227,"Region8","holding","Fast Food Centre","November",1,3,1,3,14290,1596141,136,1669
388326.67293027,"Region9","retail","Retail Store","January",0,0,0,5,17944,1539217,158,1245
395919.057819992,"Region9","retail","Retail Store","February",0,0,0,0,18247,1394141,181,1720
253372.730803676,"Region9","retail","Retail Store","March",2,7,1,0,12676,1170240,134,1982
132528.171734884,"Region9","retail","Retail Store","April",0,0,0,5,15409,1009980,190,1210
284439.084795304,"Region9","retail","Retail Store","May",1,3,0,2,15077,1245356,131,1220
220187.013712712,"Region9","retail","Retail Store","June",0,0,0,1,16822,1698657,137,1726
299170.740833506,"Region9","retail","Retail Store","July",1,5,1,0,10947,1222814,164,1363
362404.238642193,"Region9","retail","Retail Store","August",1,5,0,2,12978,1279291,129,1010
378634.153027087,"Region9","retail","Retail Store","September",2,13,1,0,13338,1937899,166,1517
144368.239655159,"Region9","retail","Retail Store","October",2,16,0,3,16602,1296743,193,1115
290141.881024465,"Region9","retail","Retail Store","November",1,3,0,0,15343,1560372,181,1495
242365.526990034,"Region9","retail","Kirana Store","January",0,0,1,0,15821,1899266,183,1173
269400.251843035,"Region9","retail","Kirana Store","February",2,15,1,0,11738,1301643,110,1696
335342.022194527,"Region9","retail","Kirana Store","March",2,13,0,5,10853,1221308,121,1746
383222.240163013,"Region9","retail","Kirana Store","April",1,7,0,4,15370,1083597,153,1538
339881.847868674,"Region9","retail","Kirana Store","May",1,6,1,0,19863,1293469,197,1750
129013.375425711,"Region9","retail","Kirana Store","June",0,0,0,0,13908,1602924,143,1061
379162.016231567,"Region9","retail","Kirana Store","July",2,11,0,5,15389,1489324,142,1323
242776.060663164,"Region9","retail","Kirana Store","August",1,5,1,0,11211,1505474,122,1936
180721.436603926,"Region9","retail","Kirana Store","September",0,0,0,0,17881,1999327,158,1386
116355.061158538,"Region9","retail","Kirana Store","October",2,12,0,0,13094,1971455,151,1598
335655.046044849,"Region9","retail","Kirana Store","November",1,7,0,0,11591,1709594,151,1931
136317.295581102,"Region9","retail","Hotels","January",1,3,0,0,19173,1107398,135,1449
378848.510421813,"Region9","retail","Hotels","February",2,6,0,3,18802,1436485,195,1344
358203.235967085,"Region9","retail","Hotels","March",2,16,0,0,17435,1236330,127,1674
211868.068412878,"Region9","retail","Hotels","April",0,0,1,0,16671,1479387,108,1943
311157.325329259,"Region9","retail","Hotels","May",2,8,0,0,11236,1041997,122,1723
121417.248714715,"Region9","retail","Hotels","June",1,5,0,3,10490,1395157,118,1379
295403.651124798,"Region9","retail","Hotels","July",2,11,0,1,18931,1519086,105,1619
361469.996045344,"Region9","retail","Hotels","August",2,15,0,0,12526,1238174,144,1246
160616.273619235,"Region9","retail","Hotels","September",2,11,1,0,16266,1629313,133,1970
105720.500834286,"Region9","retail","Hotels","October",1,4,0,3,12804,1123640,151,1753
209684.368828312,"Region9","retail","Hotels","November",1,6,0,3,11078,1129485,152,1859
142709.421063773,"Region9","retail","Restaurants","January",1,7,1,5,10951,1643580,139,1529
282120.237709023,"Region9","retail","Restaurants","February",2,14,0,0,13475,1752934,172,1468
347083.129314706,"Region9","retail","Restaurants","March",2,14,0,0,14743,1609343,119,1958
236689.033522271,"Region9","retail","Restaurants","April",0,0,0,0,10589,1668699,165,1612
275040.058698505,"Region9","retail","Restaurants","May",1,6,0,0,19321,1409451,199,1755
359410.677338019,"Region9","retail","Restaurants","June",2,6,0,2,17642,1193398,120,1464
369075.315119699,"Region9","retail","Restaurants","July",1,6,0,0,17241,1480907,177,1992
179605.255788192,"Region9","retail","Restaurants","August",1,4,1,0,16155,1438124,123,1853
213871.680293232,"Region9","retail","Restaurants","September",2,6,0,0,10373,1285951,200,1397
321095.766709186,"Region9","retail","Restaurants","October",1,5,0,4,17241,1725723,193,1328
264583.377866074,"Region9","retail","Restaurants","November",1,5,0,1,16680,1607909,173,1411
281543.407356367,"Region9","retail","Airline","January",1,3,0,0,17889,1018612,125,1373
351336.577837355,"Region9","retail","Airline","February",1,7,0,0,19194,1981663,194,1538
315307.638165541,"Region9","retail","Airline","March",2,9,0,4,17626,1406009,195,1278
119988.979399204,"Region9","retail","Airline","April",1,7,1,0,11960,1282873,163,1468
142534.579872154,"Region9","retail","Airline","May",2,14,0,1,15316,1458176,162,1892
170559.205603786,"Region9","retail","Airline","June",0,0,0,2,18953,1034543,153,1534
243357.52746556,"Region9","retail","Airline","July",0,0,0,0,10794,1233402,141,1041
177539.766672999,"Region9","retail","Airline","August",1,3,1,3,11101,1539671,147,1387
310113.783553243,"Region9","retail","Airline","September",0,0,0,3,13335,1338330,116,1642
156583.307287656,"Region9","retail","Airline","October",0,0,1,3,10900,1318571,182,1900
316309.839556925,"Region9","retail","Airline","November",0,0,0,0,11831,1694335,147,1522
257650.175946765,"Region9","retail","Hardware Store","January",1,7,1,2,10023,1337352,161,1816
275389.784527943,"Region9","retail","Hardware Store","February",1,7,0,0,12543,1940345,158,1408
321761.796507053,"Region9","retail","Hardware Store","March",2,14,0,0,16254,1877068,200,1812
233668.330148794,"Region9","retail","Hardware Store","April",2,9,0,3,12875,1676383,125,1342
307075.92535764,"Region9","retail","Hardware Store","May",0,0,0,0,11048,1373238,194,1155
281634.162901901,"Region9","retail","Hardware Store","June",2,15,0,2,10590,1899902,113,1619
281967.714731582,"Region9","retail","Hardware Store","July",1,6,0,0,10758,1476090,179,1081
270002.347137779,"Region9","retail","Hardware Store","August",0,0,0,5,17443,1393483,127,1752
151946.398080327,"Region9","retail","Hardware Store","September",2,7,1,0,19734,1182709,183,1664
131626.703985967,"Region9","retail","Hardware Store","October",0,0,0,0,18550,1865208,123,1861
211066.725291312,"Region9","retail","Hardware Store","November",2,14,1,3,19425,1882149,161,1410
215054.113487713,"Region9","retail","Computer Store","January",1,6,0,2,18408,1198174,113,1997
189627.417433076,"Region9","retail","Computer Store","February",1,5,0,0,12142,1591366,187,1057
284600.617899559,"Region9","retail","Computer Store","March",1,8,0,1,15684,1833040,133,1632
365776.437195018,"Region9","retail","Computer Store","April",0,0,0,0,13802,1172238,130,1988
280291.986488737,"Region9","retail","Computer Store","May",2,7,0,2,18857,1682130,137,1914
360511.615383439,"Region9","retail","Computer Store","June",0,0,0,0,13187,1047903,166,1620
249053.315166384,"Region9","retail","Computer Store","July",2,16,1,4,15932,1409517,168,1712
220325.659052469,"Region9","retail","Computer Store","August",1,7,1,0,14783,1637670,143,1208
142385.502764955,"Region9","retail","Computer Store","September",0,0,0,3,13421,1661082,190,1072
326204.678206705,"Region9","retail","Computer Store","October",0,0,0,2,15923,1921656,101,1106
192244.661040604,"Region9","retail","Computer Store","November",1,7,0,4,14226,1924905,170,1463
135917.014651932,"Region9","retail","Gaming Zone","January",1,4,0,5,10833,1912123,154,1251
303632.663283497,"Region9","retail","Gaming Zone","February",0,0,0,0,12234,1037245,114,1722
350408.848677762,"Region9","retail","Gaming Zone","March",1,7,0,4,15006,1746879,131,1172
360577.790648676,"Region9","retail","Gaming Zone","April",1,4,0,0,16284,1236804,170,1670
397563.553834334,"Region9","retail","Gaming Zone","May",1,4,0,5,18616,1551734,132,1183
299467.063532211,"Region9","retail","Gaming Zone","June",0,0,0,3,16928,1101837,148,1729
100737.256207503,"Region9","retail","Gaming Zone","July",0,0,1,0,11099,1831724,131,1588
328346.980549395,"Region9","retail","Gaming Zone","August",0,0,0,0,19104,1463624,179,1960
358146.041980945,"Region9","retail","Gaming Zone","September",1,6,1,4,16277,1018612,140,1553
214865.343109705,"Region9","retail","Gaming Zone","October",2,9,0,0,11975,1272756,133,1813
201536.114001647,"Region9","retail","Gaming Zone","November",0,0,0,2,13376,1641472,165,1596
331116.909254342,"Region9","retail","Super MArket","January",1,4,0,0,14409,1293002,111,1003
378311.496623792,"Region9","retail","Super MArket","February",2,16,1,4,10056,1589292,191,1516
307291.048299521,"Region9","retail","Super MArket","March",1,4,0,0,11390,1039945,133,1450
361553.362384439,"Region9","retail","Super MArket","April",2,9,0,0,17146,1998731,183,1060
104573.123063892,"Region9","retail","Super MArket","May",1,5,0,0,18874,1901798,199,1507
136398.402438499,"Region9","retail","Super MArket","June",1,5,1,3,14528,1035122,126,1003
386263.323086314,"Region9","retail","Super MArket","July",1,8,0,1,10553,1453045,189,1143
329662.66463045,"Region9","retail","Super MArket","August",2,13,0,4,15571,1855159,177,1782
173334.893514402,"Region9","retail","Super MArket","September",2,7,0,0,19278,1083059,157,1991
262752.925348468,"Region9","retail","Super MArket","October",2,9,0,3,12801,1741202,115,1672
398995.359474793,"Region9","retail","Super MArket","November",1,7,0,1,11730,1709470,128,1810
157750.202598982,"Region9","retail","Fast Food Centre","January",0,0,0,4,13286,1156753,111,1425
352534.383512102,"Region9","retail","Fast Food Centre","February",1,7,0,0,11629,1520983,122,1793
250617.430335842,"Region9","retail","Fast Food Centre","March",1,5,1,0,16418,1331054,144,1551
397133.35824199,"Region9","retail","Fast Food Centre","April",2,7,0,0,15677,1914050,185,1941
272502.93798279,"Region9","retail","Fast Food Centre","May",0,0,0,1,17682,1598024,168,1754
350101.709063165,"Region9","retail","Fast Food Centre","June",0,0,0,0,11318,1866531,198,1468
107251.66820921,"Region9","retail","Fast Food Centre","July",1,8,0,0,11513,1853989,108,1006
362296.56834621,"Region9","retail","Fast Food Centre","August",2,14,0,0,10412,1043298,148,1577
374938.420625404,"Region9","retail","Fast Food Centre","September",0,0,0,4,12303,1661684,139,1043
383523.975894786,"Region9","retail","Fast Food Centre","October",0,0,0,0,13028,1517740,134,1445
151997.850043699,"Region9","retail","Fast Food Centre","November",2,12,0,0,18669,1933454,107,1931
384978.246642277,"Region9","holding","Retail Store","January",1,5,0,0,15871,1058257,185,1368
268942.091148347,"Region9","holding","Retail Store","February",2,14,1,1,14374,1654865,127,1667
199923.112499528,"Region9","holding","Retail Store","March",2,10,0,0,14552,1613259,157,1410
319150.169682689,"Region9","holding","Retail Store","April",1,3,0,5,12848,1246773,172,1976
140327.46530138,"Region9","holding","Retail Store","May",0,0,0,0,19798,1431144,140,1767
326729.091349989,"Region9","holding","Retail Store","June",0,0,0,3,14416,1290355,163,1198
127499.206550419,"Region9","holding","Retail Store","July",1,4,0,0,19111,1413742,172,1612
303080.47614526,"Region9","holding","Retail Store","August",0,0,0,0,11542,1412272,107,1577
228497.76360672,"Region9","holding","Retail Store","September",0,0,0,1,17271,1806893,144,1142
371942.509594373,"Region9","holding","Retail Store","October",0,0,1,2,12315,1750362,128,1533
267927.511571907,"Region9","holding","Retail Store","November",1,6,0,4,12246,1322416,144,1810
297584.37925484,"Region9","holding","Kirana Store","January",2,7,0,0,19605,1742311,168,1989
172814.015997574,"Region9","holding","Kirana Store","February",1,8,0,3,15696,1474667,164,1645
189103.107806295,"Region9","holding","Kirana Store","March",1,8,0,2,19705,1218118,131,1147
278008.931246586,"Region9","holding","Kirana Store","April",0,0,1,4,15763,1674390,104,1935
157019.279338419,"Region9","holding","Kirana Store","May",1,5,0,1,12346,1953519,120,1396
399395.155161619,"Region9","holding","Kirana Store","June",1,7,0,0,14041,1125183,191,1732
240221.799933352,"Region9","holding","Kirana Store","July",0,0,0,0,15215,1663317,188,1446
182595.081697218,"Region9","holding","Kirana Store","August",0,0,0,0,10411,1038921,162,1685
343041.074834764,"Region9","holding","Kirana Store","September",1,7,1,2,13977,1021528,185,1506
282164.647686295,"Region9","holding","Kirana Store","October",0,0,0,2,18613,1942831,192,1817
171441.714814864,"Region9","holding","Kirana Store","November",2,15,0,2,13367,1621115,125,1536
267223.641113378,"Region9","holding","Hotels","January",0,0,0,0,19874,1906663,115,1130
183916.244050488,"Region9","holding","Hotels","February",1,5,0,2,17862,1397165,160,1650
190140.718547627,"Region9","holding","Hotels","March",2,10,0,3,13577,1204483,196,1533
198759.759101085,"Region9","holding","Hotels","April",0,0,0,0,16787,1188471,120,1859
249191.756546497,"Region9","holding","Hotels","May",2,9,0,0,11773,1736347,100,1055
199788.539507426,"Region9","holding","Hotels","June",0,0,1,4,13399,1316005,104,1131
114468.334638514,"Region9","holding","Hotels","July",1,4,0,0,15114,1554922,131,1924
290285.797603428,"Region9","holding","Hotels","August",1,7,0,0,12464,1467852,172,1429
242218.278464861,"Region9","holding","Hotels","September",0,0,0,5,10436,1436059,174,1864
397935.892501846,"Region9","holding","Hotels","October",2,12,1,0,18664,1460938,146,1857
164878.407260403,"Region9","holding","Hotels","November",1,4,0,1,17916,1606657,129,1798
386954.412399791,"Region9","holding","Restaurants","January",1,4,0,5,18343,1437508,112,1057
298704.911954701,"Region9","holding","Restaurants","February",0,0,0,0,10659,1751867,166,1184
199991.405452602,"Region9","holding","Restaurants","March",2,8,1,0,17307,1834614,195,1274
362254.582415335,"Region9","holding","Restaurants","April",1,6,0,0,11690,1648127,192,1814
302351.474156603,"Region9","holding","Restaurants","May",2,14,1,0,18564,1816272,120,1559
310248.527885415,"Region9","holding","Restaurants","June",1,7,0,2,15844,1480328,136,1319
285845.256131142,"Region9","holding","Restaurants","July",2,10,0,0,16609,1235478,145,1123
140028.454246931,"Region9","holding","Restaurants","August",0,0,0,2,19659,1031453,136,1170
308743.256679736,"Region9","holding","Restaurants","September",1,5,1,1,18260,1414851,131,1742
178859.951836057,"Region9","holding","Restaurants","October",0,0,0,0,15404,1163124,177,1995
394440.113194287,"Region9","holding","Restaurants","November",0,0,1,0,17753,1524767,113,1176
236185.488523915,"Region9","holding","Airline","January",2,12,0,2,18234,1531559,131,1450
197668.782318942,"Region9","holding","Airline","February",2,16,0,0,11232,1879712,157,1688
352210.154454224,"Region9","holding","Airline","March",0,0,0,1,19628,1311556,157,1908
190185.042610392,"Region9","holding","Airline","April",1,5,0,0,11247,1276554,165,1230
288024.597405456,"Region9","holding","Airline","May",1,7,0,4,13828,1538452,183,1281
210302.721802145,"Region9","holding","Airline","June",1,7,0,1,10713,1109622,124,1500
106795.226573013,"Region9","holding","Airline","July",0,0,1,0,17122,1715015,108,1581
167029.77407258,"Region9","holding","Airline","August",1,5,0,0,10453,1321876,199,1595
194430.396938697,"Region9","holding","Airline","September",1,6,0,0,16043,1517610,173,1657
185147.272446193,"Region9","holding","Airline","October",1,5,0,3,11212,1898869,168,1621
288823.023415171,"Region9","holding","Airline","November",1,5,1,3,17370,1642669,178,1046
125141.918170266,"Region9","holding","Hardware Store","January",1,5,0,3,13005,1825564,120,1468
103814.537217841,"Region9","holding","Hardware Store","February",1,6,0,0,17149,1026538,171,1773
317854.10142038,"Region9","holding","Hardware Store","March",0,0,0,4,18169,1504704,178,1786
179031.358193606,"Region9","holding","Hardware Store","April",2,14,0,0,12122,1872978,117,1808
341376.829170622,"Region9","holding","Hardware Store","May",1,5,1,0,14597,1508551,151,1991
150779.486983083,"Region9","holding","Hardware Store","June",1,4,1,0,10660,1923237,176,1937
213056.042953394,"Region9","holding","Hardware Store","July",0,0,0,2,17225,1232426,139,1366
396670.805639587,"Region9","holding","Hardware Store","August",1,5,0,0,14373,1742823,165,1300
361741.897440515,"Region9","holding","Hardware Store","September",0,0,0,2,15081,1589518,124,1900
351837.322721258,"Region9","holding","Hardware Store","October",1,4,0,2,14688,1328838,167,1378
119424.684112892,"Region9","holding","Hardware Store","November",2,10,0,0,18263,1652326,135,1255
202348.615671508,"Region9","holding","Computer Store","January",1,5,0,0,10775,1844570,125,1008
127948.389109224,"Region9","holding","Computer Store","February",2,12,0,3,11249,1012757,142,1602
187085.877778009,"Region9","holding","Computer Store","March",2,16,0,0,11858,1455019,181,1516
219946.058513597,"Region9","holding","Computer Store","April",1,3,0,0,14772,1620504,121,1705
239120.303653181,"Region9","holding","Computer Store","May",0,0,0,4,19553,1846400,199,1937
170399.644761346,"Region9","holding","Computer Store","June",0,0,0,0,11406,1110105,184,1083
378029.200760648,"Region9","holding","Computer Store","July",2,9,0,0,11657,1468690,155,1481
277092.186710797,"Region9","holding","Computer Store","August",0,0,0,0,15904,1928000,167,1196
132789.351069368,"Region9","holding","Computer Store","September",0,0,1,0,17014,1785790,117,1095
287168.745929375,"Region9","holding","Computer Store","October",1,7,0,0,16986,1894187,179,1421
373117.108363658,"Region9","holding","Computer Store","November",1,6,1,0,16741,1951056,104,1869
332395.93137987,"Region9","holding","Gaming Zone","January",2,11,1,2,14247,1481322,138,1544
308482.769760303,"Region9","holding","Gaming Zone","February",1,3,0,0,18717,1034390,127,1150
192546.05891183,"Region9","holding","Gaming Zone","March",1,5,0,3,19409,1464862,136,1891
100496.851629578,"Region9","holding","Gaming Zone","April",1,4,0,0,11680,1970383,168,1179
148517.894023098,"Region9","holding","Gaming Zone","May",1,7,0,5,11060,1553320,111,1458
267682.886286639,"Region9","holding","Gaming Zone","June",1,5,0,0,16238,1925076,149,1718
353875.258844346,"Region9","holding","Gaming Zone","July",2,8,0,3,10836,1235897,152,1103
113420.922588557,"Region9","holding","Gaming Zone","August",2,12,0,1,15868,1638977,152,1558
224753.26906424,"Region9","holding","Gaming Zone","September",1,3,0,0,17801,1633693,151,1696
168482.555425726,"Region9","holding","Gaming Zone","October",2,9,0,0,10762,1246824,142,1467
129912.951937877,"Region9","holding","Gaming Zone","November",1,3,0,0,16967,1540683,169,1049
123130.895849317,"Region9","holding","Super MArket","January",0,0,0,0,16900,1810812,135,1822
272369.523020461,"Region9","holding","Super MArket","February",0,0,0,4,18656,1418375,130,1372
232583.692250773,"Region9","holding","Super MArket","March",1,4,0,0,11218,1537050,169,1570
206982.899177819,"Region9","holding","Super MArket","April",1,6,1,2,16187,1477114,121,1825
145880.350633524,"Region9","holding","Super MArket","May",2,13,0,0,13635,1064432,102,1059
254126.648418605,"Region9","holding","Super MArket","June",0,0,0,1,14036,1484054,141,1902
175331.462710164,"Region9","holding","Super MArket","July",1,7,1,0,10129,1549638,122,1293
187344.952905551,"Region9","holding","Super MArket","August",2,10,0,1,14301,1047010,100,1363
233414.437621832,"Region9","holding","Super MArket","September",1,3,0,3,15278,1172251,166,1535
133861.421910115,"Region9","holding","Super MArket","October",2,10,0,0,19064,1687541,178,1964
261184.366443194,"Region9","holding","Super MArket","November",1,8,0,2,17750,1006223,185,1018
371701.166103594,"Region9","holding","Fast Food Centre","January",2,7,0,0,13931,1916579,137,1617
128158.715367317,"Region9","holding","Fast Food Centre","February",2,9,0,3,15016,1576862,110,1254
326070.57383284,"Region9","holding","Fast Food Centre","March",2,11,1,3,10722,1410156,123,1584
319030.593731441,"Region9","holding","Fast Food Centre","April",1,5,0,0,19044,1536281,125,1428
172881.511761807,"Region9","holding","Fast Food Centre","May",1,5,1,5,15322,1979129,199,1243
155909.610772505,"Region9","holding","Fast Food Centre","June",0,0,0,4,17985,1968886,200,1580
185783.660900779,"Region9","holding","Fast Food Centre","July",0,0,0,0,15034,1394794,149,1960
310736.195743084,"Region9","holding","Fast Food Centre","August",1,6,1,0,11319,1271823,110,1042
391803.284781054,"Region9","holding","Fast Food Centre","September",0,0,0,1,13207,1748242,187,1439
297055.325959809,"Region9","holding","Fast Food Centre","October",0,0,0,0,13875,1862467,178,1567
364108.537859283,"Region9","holding","Fast Food Centre","November",1,8,0,0,17991,1667349,191,1739
390467.262919992,"Region10","retail","Retail Store","January",1,5,0,0,11735,1324530,143,1194
213891.121279448,"Region10","retail","Retail Store","February",1,7,0,0,14550,1118499,112,1997
157490.337337367,"Region10","retail","Retail Store","March",0,0,1,5,16534,1465533,128,1153
104202.062287368,"Region10","retail","Retail Store","April",1,5,1,3,15433,1522688,145,1625
299479.550821707,"Region10","retail","Retail Store","May",1,4,1,3,17794,1400895,196,1194
177646.54988423,"Region10","retail","Retail Store","June",1,3,0,0,19234,1108142,107,1201
256176.20779667,"Region10","retail","Retail Store","July",0,0,0,5,10862,1789454,118,1037
192997.351125814,"Region10","retail","Retail Store","August",1,6,0,0,15075,1181464,147,1831
249309.82850492,"Region10","retail","Retail Store","September",1,6,0,5,18547,1495738,169,1603
183501.577679999,"Region10","retail","Retail Store","October",1,6,0,0,14083,1126436,108,1418
332138.583553024,"Region10","retail","Retail Store","November",0,0,0,1,10756,1368458,179,1060
206270.291702822,"Region10","retail","Kirana Store","January",1,7,0,1,14774,1309550,150,1635
180471.456819214,"Region10","retail","Kirana Store","February",2,11,0,3,16238,1668913,158,1651
315580.390114337,"Region10","retail","Kirana Store","March",1,4,0,2,18715,1103183,170,1499
269718.540087342,"Region10","retail","Kirana Store","April",1,7,0,0,14383,1786765,180,1494
149251.776793972,"Region10","retail","Kirana Store","May",0,0,0,0,12107,1992608,167,1022
334124.22100082,"Region10","retail","Kirana Store","June",1,5,0,3,18721,1210224,178,1247
252632.695087232,"Region10","retail","Kirana Store","July",1,5,1,1,13619,1135700,130,1232
221277.460479178,"Region10","retail","Kirana Store","August",1,5,0,1,11337,1556431,120,1648
266012.89594546,"Region10","retail","Kirana Store","September",2,12,1,5,17338,1273373,198,1563
265809.032204561,"Region10","retail","Kirana Store","October",0,0,0,2,15318,1252199,185,1934
269502.924778499,"Region10","retail","Kirana Store","November",1,7,0,0,19386,1311356,130,1130
225442.380737513,"Region10","retail","Hotels","January",0,0,1,1,13095,1589223,139,1902
205568.021000363,"Region10","retail","Hotels","February",1,3,0,0,18188,1273725,126,1890
222635.334730148,"Region10","retail","Hotels","March",0,0,0,5,16308,1840234,126,1591
326424.05028455,"Region10","retail","Hotels","April",0,0,0,2,19959,1906536,160,1163
329422.675026581,"Region10","retail","Hotels","May",1,5,0,0,17380,1603134,198,1818
263709.556288086,"Region10","retail","Hotels","June",1,4,0,0,18070,1852375,122,1504
335061.310790479,"Region10","retail","Hotels","July",0,0,0,0,14086,1254499,173,1890
324089.06572964,"Region10","retail","Hotels","August",2,13,0,0,12510,1120352,151,1769
220187.605684623,"Region10","retail","Hotels","September",1,3,1,1,11448,1995464,197,1134
284536.927379668,"Region10","retail","Hotels","October",1,4,0,0,13964,1856383,182,1658
126886.024093255,"Region10","retail","Hotels","November",1,8,0,0,15962,1861299,164,1895
329145.422764122,"Region10","retail","Restaurants","January",0,0,0,0,10136,1695988,116,1696
214560.423372313,"Region10","retail","Restaurants","February",2,11,0,1,16817,1236347,163,1266
367071.008658968,"Region10","retail","Restaurants","March",1,7,0,4,11090,1696840,127,1544
